,Facility,Year,Media Type,Chemical,Releases (lb),Parent_Company
4100,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Toluene,6940.0,MARATHON PETROLEUM CORP
4101,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,"Hexane, n-",5500.0,MARATHON PETROLEUM CORP
4102,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Benzene,5360.0,MARATHON PETROLEUM CORP
4103,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Cyclohexane,3280.0,MARATHON PETROLEUM CORP
4104,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,"Trimethylbenzene, 1,2,4-",1937.0,MARATHON PETROLEUM CORP
4105,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Ethylbenzene,1763.0,MARATHON PETROLEUM CORP
4106,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Naphthalene,531.0,MARATHON PETROLEUM CORP
4107,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Cumene,504.2,MARATHON PETROLEUM CORP
4108,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Polycyclic aromatic compounds,8.0,MARATHON PETROLEUM CORP
4109,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,"Benzo(g,h,i)perylene",0.5,MARATHON PETROLEUM CORP
4110,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Lead and lead compounds,0.03,MARATHON PETROLEUM CORP
4111,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2010,Air,Mercury and mercury compounds,0.002,MARATHON PETROLEUM CORP
4140,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Xylene (mixed isomers),8282.0,MARATHON PETROLEUM CORP
4141,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Toluene,7343.0,MARATHON PETROLEUM CORP
4142,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,"Hexane, n-",5247.0,MARATHON PETROLEUM CORP
4143,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Benzene,5113.0,MARATHON PETROLEUM CORP
4144,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Cyclohexane,3256.0,MARATHON PETROLEUM CORP
4145,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Ethylbenzene,1923.0,MARATHON PETROLEUM CORP
4146,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,"Trimethylbenzene, 1,2,4-",1918.0,MARATHON PETROLEUM CORP
4147,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Cumene,353.42,MARATHON PETROLEUM CORP
4148,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Naphthalene,329.0,MARATHON PETROLEUM CORP
4149,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Polycyclic aromatic compounds,8.5,MARATHON PETROLEUM CORP
4150,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,"Benzo(g,h,i)perylene",0.5,MARATHON PETROLEUM CORP
4151,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Lead and lead compounds,0.01,MARATHON PETROLEUM CORP
4152,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2011,Air,Mercury and mercury compounds,0.001,MARATHON PETROLEUM CORP
4181,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Xylene (mixed isomers),7883.34,MARATHON PETROLEUM CORP
4182,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Toluene,7671.59,MARATHON PETROLEUM CORP
4183,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Benzene,5673.62,MARATHON PETROLEUM CORP
4184,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,"Hexane, n-",4956.400000000001,MARATHON PETROLEUM CORP
4185,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Cyclohexane,3194.72,MARATHON PETROLEUM CORP
4186,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Ethylbenzene,1808.94,MARATHON PETROLEUM CORP
4187,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,"Trimethylbenzene, 1,2,4-",1762.69,MARATHON PETROLEUM CORP
4188,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Cumene,330.36,MARATHON PETROLEUM CORP
4189,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Naphthalene,269.22,MARATHON PETROLEUM CORP
4190,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Polycyclic aromatic compounds,9.33,MARATHON PETROLEUM CORP
4191,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,"Benzo(g,h,i)perylene",0.48,MARATHON PETROLEUM CORP
4192,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Lead and lead compounds,0.03,MARATHON PETROLEUM CORP
4193,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2012,Air,Mercury and mercury compounds,0.0033,MARATHON PETROLEUM CORP
4212,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Toluene,5840.92,MARATHON PETROLEUM CORP
4213,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Xylene (mixed isomers),5171.610000000001,MARATHON PETROLEUM CORP
4214,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Benzene,4193.25,MARATHON PETROLEUM CORP
4215,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,"Hexane, n-",3839.41,MARATHON PETROLEUM CORP
4216,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Cyclohexane,2474.32,MARATHON PETROLEUM CORP
4217,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,"Trimethylbenzene, 1,2,4-",1294.08,MARATHON PETROLEUM CORP
4218,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Ethylbenzene,1149.93,MARATHON PETROLEUM CORP
4219,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Naphthalene,279.7,MARATHON PETROLEUM CORP
4220,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Cumene,239.87,MARATHON PETROLEUM CORP
4221,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Polycyclic aromatic compounds,6.91,MARATHON PETROLEUM CORP
4222,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,"Benzo(g,h,i)perylene",0.38,MARATHON PETROLEUM CORP
4223,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Lead and lead compounds,0.02,MARATHON PETROLEUM CORP
4224,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2013,Air,Mercury and mercury compounds,0.0024,MARATHON PETROLEUM CORP
4240,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Xylene (mixed isomers),3339.17,MARATHON PETROLEUM CORP
4241,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Toluene,2909.8,MARATHON PETROLEUM CORP
4242,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Benzene,1525.3,MARATHON PETROLEUM CORP
4243,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,"Hexane, n-",1452.76,MARATHON PETROLEUM CORP
4244,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Cyclohexane,1265.44,MARATHON PETROLEUM CORP
4245,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,"Trimethylbenzene, 1,2,4-",1248.79,MARATHON PETROLEUM CORP
4246,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Naphthalene,775.42,MARATHON PETROLEUM CORP
4247,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Ethylbenzene,690.31,MARATHON PETROLEUM CORP
4248,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Cumene,207.17,MARATHON PETROLEUM CORP
4249,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Polycyclic aromatic compounds,9.06,MARATHON PETROLEUM CORP
4250,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,"Benzo(g,h,i)perylene",0.24,MARATHON PETROLEUM CORP
4251,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Mercury and mercury compounds,0.0004,MARATHON PETROLEUM CORP
4252,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2014,Air,Lead and lead compounds,0.0,MARATHON PETROLEUM CORP
4272,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,Xylene (mixed isomers),1737.09,MARATHON PETROLEUM CORP
4273,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,Toluene,1601.53,MARATHON PETROLEUM CORP
4274,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,"Hexane, n-",1111.89,MARATHON PETROLEUM CORP
4275,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,Cyclohexane,936.42,MARATHON PETROLEUM CORP
4276,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,"Trimethylbenzene, 1,2,4-",605.77,MARATHON PETROLEUM CORP
4277,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,Benzene,604.27,MARATHON PETROLEUM CORP
4278,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,Naphthalene,500.8,MARATHON PETROLEUM CORP
4279,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,Ethylbenzene,354.59,MARATHON PETROLEUM CORP
4280,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,Cumene,149.55,MARATHON PETROLEUM CORP
4281,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,Polycyclic aromatic compounds,7.64,MARATHON PETROLEUM CORP
4282,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2015,Air,"Benzo(g,h,i)perylene",0.15,MARATHON PETROLEUM CORP
4301,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,Toluene,1687.0,MARATHON PETROLEUM CORP
4302,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,Xylene (mixed isomers),1595.0,MARATHON PETROLEUM CORP
4303,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,Cyclohexane,640.0,MARATHON PETROLEUM CORP
4304,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,Benzene,518.0,MARATHON PETROLEUM CORP
4305,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,"Trimethylbenzene, 1,2,4-",516.0,MARATHON PETROLEUM CORP
4306,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,Naphthalene,477.0,MARATHON PETROLEUM CORP
4307,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,Ethylbenzene,322.0,MARATHON PETROLEUM CORP
4308,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,Cumene,135.0,MARATHON PETROLEUM CORP
4309,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,Polycyclic aromatic compounds,1.2,MARATHON PETROLEUM CORP
4310,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2016,Air,"Benzo(g,h,i)perylene",0.16,MARATHON PETROLEUM CORP
4329,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,Toluene,889.0,MARATHON PETROLEUM CORP
4330,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,Xylene (mixed isomers),706.0,MARATHON PETROLEUM CORP
4331,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,Benzene,333.0,MARATHON PETROLEUM CORP
4332,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,Ethylbenzene,245.0,MARATHON PETROLEUM CORP
4333,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,"Trimethylbenzene, 1,2,4-",56.0,MARATHON PETROLEUM CORP
4334,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,Naphthalene,42.0,MARATHON PETROLEUM CORP
4335,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,Cyclohexane,30.0,MARATHON PETROLEUM CORP
4336,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,Cumene,6.0,MARATHON PETROLEUM CORP
4337,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,Polycyclic aromatic compounds,0.4,MARATHON PETROLEUM CORP
4338,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2017,Air,"Benzo(g,h,i)perylene",0.05,MARATHON PETROLEUM CORP
4359,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,Toluene,674.0,MARATHON PETROLEUM CORP
4360,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,Xylene (mixed isomers),453.0,MARATHON PETROLEUM CORP
4361,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,Benzene,139.0,MARATHON PETROLEUM CORP
4362,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,Ethylbenzene,85.0,MARATHON PETROLEUM CORP
4363,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,"Trimethylbenzene, 1,2,4-",53.0,MARATHON PETROLEUM CORP
4364,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,Cyclohexane,24.0,MARATHON PETROLEUM CORP
4365,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,Naphthalene,16.0,MARATHON PETROLEUM CORP
4366,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,Cumene,6.0,MARATHON PETROLEUM CORP
4367,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,Polycyclic aromatic compounds,0.24,MARATHON PETROLEUM CORP
4368,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2018,Air,"Benzo(g,h,i)perylene",0.05,MARATHON PETROLEUM CORP
4379,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,Toluene,540.0,MARATHON PETROLEUM CORP
4380,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,Xylene (mixed isomers),409.0,MARATHON PETROLEUM CORP
4381,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,Benzene,93.0,MARATHON PETROLEUM CORP
4382,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,Ethylbenzene,80.0,MARATHON PETROLEUM CORP
4383,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,"Hexane, n-",58.0,MARATHON PETROLEUM CORP
4384,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,"Trimethylbenzene, 1,2,4-",44.0,MARATHON PETROLEUM CORP
4385,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,Cyclohexane,11.0,MARATHON PETROLEUM CORP
4386,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,Naphthalene,9.0,MARATHON PETROLEUM CORP
4387,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,Cumene,6.0,MARATHON PETROLEUM CORP
4388,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,"Benzo(g,h,i)perylene",0.0,MARATHON PETROLEUM CORP
4389,MPC ALASKA TERMINAL CO LLC- NORTH POLE - 99705MPCLS1100H,2019,Air,Polycyclic aromatic compounds,0.0,MARATHON PETROLEUM CORP
4413,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2008,Air,Lead and lead compounds,101.6,NA
4414,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2008,Air,Aluminum (fume or dust),0.0,NA
4417,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2009,Air,Aluminum (fume or dust),0.0,NA
4419,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2010,Air,Lead and lead compounds,340.5,NA
4420,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2010,Air,Aluminum (fume or dust),0.0,NA
4423,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2011,Air,Lead and lead compounds,25.7,NA
4424,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2011,Air,Aluminum (fume or dust),0.0,NA
4428,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2012,Air,Aluminum (fume or dust),0.0,NA
4431,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2013,Air,Lead and lead compounds,19.0,NA
4432,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2013,Air,Aluminum (fume or dust),0.0,NA
4436,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2014,Air,Aluminum (fume or dust),0.0,NA
4440,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2016,Air,Lead and lead compounds,172.9,NA
4441,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2016,Air,Aluminum (fume or dust),0.0,NA
4446,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2017,Air,Lead and lead compounds,114.6,NA
4447,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2017,Air,Aluminum (fume or dust),0.0,NA
4451,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2018,Air,Aluminum (fume or dust),0.0,NA
4455,US ARMY DONNELLY TRAINING AREA RANGES - 99737SRMYFRICHA,2019,Air,Aluminum (fume or dust),0.0,NA
4459,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,"Hexane, n-",1000.0,MARATHON PETROLEUM CORP
4460,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,Benzene,500.0,MARATHON PETROLEUM CORP
4461,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,Cyclohexane,500.0,MARATHON PETROLEUM CORP
4462,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,Ethylbenzene,500.0,MARATHON PETROLEUM CORP
4463,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,Toluene,500.0,MARATHON PETROLEUM CORP
4464,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,"Trimethylbenzene, 1,2,4-",500.0,MARATHON PETROLEUM CORP
4465,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,Xylene (mixed isomers),500.0,MARATHON PETROLEUM CORP
4466,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,Naphthalene,10.0,MARATHON PETROLEUM CORP
4467,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2007,Air,Polycyclic aromatic compounds,0.8799999999999999,MARATHON PETROLEUM CORP
4481,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,"Hexane, n-",1000.0,MARATHON PETROLEUM CORP
4482,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,Benzene,500.0,MARATHON PETROLEUM CORP
4483,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,Cyclohexane,500.0,MARATHON PETROLEUM CORP
4484,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,Ethylbenzene,500.0,MARATHON PETROLEUM CORP
4485,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,Toluene,500.0,MARATHON PETROLEUM CORP
4486,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,"Trimethylbenzene, 1,2,4-",500.0,MARATHON PETROLEUM CORP
4487,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,Xylene (mixed isomers),500.0,MARATHON PETROLEUM CORP
4488,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,Naphthalene,10.0,MARATHON PETROLEUM CORP
4489,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2008,Air,Polycyclic aromatic compounds,0.7999999999999998,MARATHON PETROLEUM CORP
4503,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,"Hexane, n-",1000.0,MARATHON PETROLEUM CORP
4504,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,Benzene,500.0,MARATHON PETROLEUM CORP
4505,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,Cyclohexane,500.0,MARATHON PETROLEUM CORP
4506,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,Ethylbenzene,500.0,MARATHON PETROLEUM CORP
4507,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,Toluene,500.0,MARATHON PETROLEUM CORP
4508,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,"Trimethylbenzene, 1,2,4-",500.0,MARATHON PETROLEUM CORP
4509,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,Xylene (mixed isomers),500.0,MARATHON PETROLEUM CORP
4510,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,Cumene,255.0,MARATHON PETROLEUM CORP
4511,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,Naphthalene,10.0,MARATHON PETROLEUM CORP
4512,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,Polycyclic aromatic compounds,0.13,MARATHON PETROLEUM CORP
4513,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2009,Air,"Benzo(g,h,i)perylene",0.12,MARATHON PETROLEUM CORP
4529,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,Toluene,2150.0,MARATHON PETROLEUM CORP
4530,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,Xylene (mixed isomers),1852.0,MARATHON PETROLEUM CORP
4531,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,"Hexane, n-",1471.0,MARATHON PETROLEUM CORP
4532,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,Benzene,673.0,MARATHON PETROLEUM CORP
4533,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,Cyclohexane,460.0,MARATHON PETROLEUM CORP
4534,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,"Trimethylbenzene, 1,2,4-",360.0,MARATHON PETROLEUM CORP
4535,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,Ethylbenzene,280.0,MARATHON PETROLEUM CORP
4536,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,Cumene,120.0,MARATHON PETROLEUM CORP
4537,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,Naphthalene,109.0,MARATHON PETROLEUM CORP
4538,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,Polycyclic aromatic compounds,0.87,MARATHON PETROLEUM CORP
4539,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2010,Air,"Benzo(g,h,i)perylene",0.173,MARATHON PETROLEUM CORP
4551,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,Toluene,3177.0,MARATHON PETROLEUM CORP
4552,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,Xylene (mixed isomers),2453.0,MARATHON PETROLEUM CORP
4553,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,"Hexane, n-",1139.0,MARATHON PETROLEUM CORP
4554,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,Benzene,895.0,MARATHON PETROLEUM CORP
